prompt,masked_entity,prompt_type,candidate_token,correct_or_wrong,layer,logit,final_logit,slope,curvature,stability,masked_drop
The capital of [MASK] is,Canada,masked,Toronto,wrong,3,-1.2734375,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,4,-1.078125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,5,-0.134765625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,6,1.5703125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,7,-0.453125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,8,-1.296875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,9,-0.2578125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,10,2.078125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,11,1.4765625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,12,-0.474609375,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,13,0.05419921875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,14,-0.6484375,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,15,-0.5625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,16,-1.21875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,17,-0.79296875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,18,0.5703125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,19,-0.2294921875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,20,3.078125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,21,3.78125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,22,2.484375,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,23,4.65625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,24,3.921875,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,25,3.734375,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,26,2.890625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,27,2.03125,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of [MASK] is,Canada,masked,Toronto,wrong,28,9.0625,9.0625,0.19495915755849746,0.014219509186518963,1.7986986838582473,6.0625
The capital of Canada is,Canada,original,Montreal,wrong,0,-0.12158203125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,1,-2.140625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,2,-3.4375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,3,-4.5,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,4,-4.09375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,5,-4.625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,6,-4.625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,7,-4.375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,8,-4.1875,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,9,-4.65625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,10,-1.2578125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,11,-0.11376953125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,12,-1.0234375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,13,-0.67578125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,14,-0.515625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,15,-0.6953125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,16,2.359375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,17,3.34375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,18,6.03125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,19,7.09375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,20,8.1875,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,21,10.0625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,22,13.0,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,23,14.3125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,24,12.5,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,25,9.5,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,26,7.84375,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,27,7.03125,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of Canada is,Canada,original,Montreal,wrong,28,14.0625,14.0625,0.6723640028479062,0.02077173887404655,2.0104485446611986,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,0,-0.12158203125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,1,-1.7890625,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,2,-3.359375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,3,-5.09375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,4,-4.25,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,5,-5.15625,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,6,-3.734375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,7,-2.890625,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,8,-3.859375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,9,-3.46875,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,10,-2.203125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,11,-0.251953125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,12,-1.09375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,13,-0.2314453125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,14,-0.90234375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,15,-0.111328125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,16,-1.1328125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,17,-0.1552734375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,18,0.3203125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,19,-0.3359375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,20,2.859375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,21,3.953125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,22,3.578125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,23,5.625,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,24,5.09375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,25,4.65625,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,26,4.25,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,27,3.375,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of [MASK] is,Canada,masked,Montreal,wrong,28,10.3125,10.3125,0.3817979333435959,0.0181793100275659,1.7483328597839816,3.75
The capital of Canada is,Canada,original,Vancouver,wrong,0,-0.1162109375,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,1,-1.0390625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,2,-0.79296875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,3,0.515625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,4,0.0189208984375,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,5,-1.953125,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,6,-2.1875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,7,-2.015625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,8,-1.5546875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,9,-1.6875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,10,-0.490234375,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,11,-0.4453125,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,12,-0.65625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,13,0.1328125,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,14,0.54296875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,15,1.6640625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,16,4.03125,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,17,4.96875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,18,7.46875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,19,7.5625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,20,8.5625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,21,10.0625,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,22,11.875,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,23,13.0,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,24,10.9375,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,25,7.59375,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
The capital of Canada is,Canada,original,Vancouver,wrong,26,5.53125,12.875,0.5002964564732141,0.01241837451734841,2.0201089814015525,3.8125
