prompt,masked_entity,prompt_type,candidate_token,correct_or_wrong,layer,logit,final_logit,slope,curvature,stability,masked_drop
The capital of Canada is,Canada,original,Ottawa,correct,19,11.0625,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,20,11.375,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,21,14.1875,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,22,17.875,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,23,19.5,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,24,17.125,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,25,14.3125,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,26,13.125,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,27,12.125,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of Canada is,Canada,original,Ottawa,correct,28,19.625,19.625,0.7796538254310341,0.030928324240337576,2.2212903079398463,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,0,-0.126953125,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,1,-0.2353515625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,2,0.30859375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,3,-1.5625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,4,0.00799560546875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,5,-2.125,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,6,-1.6484375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,7,-1.0546875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,8,-1.9921875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,9,-0.8515625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,10,-0.79296875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,11,-2.015625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,12,-2.953125,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,13,-1.546875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,14,-1.1640625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,15,-0.69140625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,16,0.2314453125,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,17,0.037841796875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,18,1.359375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,19,1.2265625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,20,3.5625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,21,4.375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,22,4.71875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,23,7.15625,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,24,6.21875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,25,5.59375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,26,4.9375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,27,3.859375,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of [MASK] is,Canada,masked,Ottawa,correct,28,11.1875,11.1875,0.31832347550415624,0.02591556269083979,1.7436674764533733,8.4375
The capital of Canada is,Canada,original,Toronto,wrong,0,-0.09375,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,1,-1.2890625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,2,-1.6015625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,3,-1.640625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,4,-1.890625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,5,-1.2890625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,6,0.349609375,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,7,0.83984375,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,8,1.140625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,9,0.76171875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,10,1.84375,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,11,0.94921875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,12,0.05126953125,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,13,0.416015625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,14,0.890625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,15,0.6328125,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,16,4.5625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,17,5.40625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,18,8.6875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,19,9.5625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,20,10.6875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,21,11.75,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,22,15.125,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,23,16.125,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,24,14.1875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,25,10.375,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,26,8.6875,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,27,8.3125,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of Canada is,Canada,original,Toronto,wrong,28,15.0625,15.0625,0.6187196928879309,0.012921973558031851,1.9768443945498324,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,0,-0.09375,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,1,-0.4609375,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,2,-0.33984375,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,3,-1.28125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,4,-1.1015625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,5,-0.16015625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,6,1.5703125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,7,-0.4453125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,8,-1.328125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,9,-0.296875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,10,2.0625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,11,1.4453125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,12,-0.4921875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,13,0.033935546875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,14,-0.69921875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,15,-0.61328125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,16,-1.2421875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,17,-0.82421875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,18,0.55078125,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,19,-0.23046875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,20,3.109375,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,21,3.765625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,22,2.46875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,23,4.625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,24,3.921875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,25,3.734375,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,26,2.890625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,27,2.046875,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of [MASK] is,Canada,masked,Toronto,wrong,28,9.0625,9.0625,0.19539199603602206,0.014374456603153628,1.7982477339976672,6.0
The capital of Canada is,Canada,original,Montreal,wrong,0,-0.12158203125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,1,-2.125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,2,-3.421875,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,3,-4.5,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,4,-4.09375,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,5,-4.65625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,6,-4.625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,7,-4.375,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,8,-4.1875,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,9,-4.625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,10,-1.2421875,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,11,-0.09765625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,12,-1.0234375,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,13,-0.6796875,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,14,-0.53515625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,15,-0.72265625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,16,2.359375,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,17,3.328125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,18,6.03125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,19,7.0625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,20,8.1875,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,21,10.0625,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,22,13.0,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,23,14.3125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,24,12.5,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,25,9.4375,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,26,7.8125,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,27,7.0,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of Canada is,Canada,original,Montreal,wrong,28,14.0,14.0,0.6709123883928568,0.020670572916666664,2.010662290708002,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,0,-0.12158203125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,1,-1.796875,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,2,-3.375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,3,-5.125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,4,-4.25,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,5,-5.15625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,6,-3.75,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,7,-2.90625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,8,-3.890625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,9,-3.484375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,10,-2.203125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,11,-0.2421875,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,12,-1.09375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,13,-0.2412109375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,14,-0.94140625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,15,-0.1357421875,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,16,-1.1640625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,17,-0.17578125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,18,0.328125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,19,-0.314453125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,20,2.90625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,21,3.96875,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,22,3.5625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,23,5.59375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,24,5.09375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,25,4.65625,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,26,4.25,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,27,3.375,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of [MASK] is,Canada,masked,Montreal,wrong,28,10.3125,10.3125,0.3823338400554185,0.01820503581194712,1.752088483157431,3.6875
The capital of Canada is,Canada,original,Vancouver,wrong,0,-0.1162109375,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,1,-1.0390625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,2,-0.77734375,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,3,0.51953125,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,4,0.03271484375,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,5,-1.9453125,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,6,-2.1875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,7,-2.015625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,8,-1.5390625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,9,-1.6796875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,10,-0.4765625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,11,-0.43359375,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,12,-0.62890625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,13,0.1513671875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,14,0.55078125,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,15,1.6640625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,16,4.0625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,17,4.96875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,18,7.46875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,19,7.5625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,20,8.5625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,21,10.0625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,22,11.875,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,23,13.0625,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,24,11.0,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
The capital of Canada is,Canada,original,Vancouver,wrong,25,7.59375,12.9375,0.5009813731527092,0.01245600408081289,2.0343617942451044,3.875
